"","X","ARIDavg","ARIDmax","ARIDmin","aridSD","NDVIavg","NDVImax","NDVImin","ndviSD","PETavg","PETmax","PETmin","petSD","PRECavg","PRECmax","PRECmin","precSD","SRADavg","SRADmax","SRADmin","sradSD","TAVGavg","tavgSD","TMAXavg","tmaxSD","TMINavg","tminSD","VAPRavg","VAPRmax","VAPRmin","vaprSD","ELEVavg","ELEVmax","ELEVmin","elevSD","WINDavg","WINDmax","WINDmin","windSD"
"Rana_arvalis","Rana_arvalis",0.749494127312809,2.36570620536804,0,0.236987368676772,140.357124097015,216.233363711882,50.6341831261946,53.7888850264991,758.861819070108,1668,322,168.452883002585,538.833771699106,1762,129,120.460938088661,123103.193695048,179311,93584,16313.9986676918,1.45090054020664,11.4890818487816,6.15856793555939,12.15975480382,-3.25676306751804,10.8443351501457,0.633297240724022,1.35231423938114,0.199641961463997,0.4090015178093,237.240117983016,3154,-5,327.679489130954,3.02184501517445,3.29967563250139,2.53928212369869,0.261810641319774
"Rana_temporaria","Rana_temporaria",0.920600971789056,6.47889995574951,0,0.424472690250053,158.307510145479,219.600357475252,70.1665750063457,45.7309219988329,750.73458290853,1478,301,164.226629149437,669.251270983213,3542,234,261.370771121612,119598.008273381,184876,85720,17544.232847582,3.81450752251978,9.23716814990669,8.0454981247596,9.9586187470183,-0.416477484972786,8.54154637963966,0.718648838309763,1.34683431510588,0.307568160768429,0.375048149031089,251.90964028777,2863,-5,278.66055579008,3.2289408162135,3.48231850067203,2.74198741728167,0.269185146223322
"Rana_pyrenaica","Rana_pyrenaica",0.872654409320266,1.17531251907349,0.522868752479553,0.161190034017521,157.759259259259,201.111111111111,81.5925925925926,31.5310620072596,1197.77777777778,1434,1076,88.5612926966548,1048.44444444444,1291,799,150.603877034351,171872.555555556,177866,165873,4015.73019857881,7.48708572738838,6.01840171210038,12.3652246079787,7.12134742699914,2.60978935169125,4.93614333391459,0.729841662501847,1.08021112283071,0.458511100875007,0.231125255967362,1477,2077,1075,355.68033400794,4.3064675838859,4.90630557801988,3.74833332167731,0.359497987736809
"Rana_sauteri","Rana_sauteri",2.41502025744898,4.06340599060059,1.40356874465942,0.538060195466244,223.443332290689,237.158273381295,200.956834532374,8.04962179417638,1176.69784172662,1467,866,145.176986172563,2795.41176470588,3808,2058,371.776878058364,183629.823529412,196808,174990,5933.42174029752,16.3621230211133,3.71436918275663,19.2750073086982,3.58129974842312,13.4491446203266,3.85094313825414,1.65498531059502,2.22995693075891,1.05079366529689,0.451434580297955,1306.56862745098,2551,268,640.765113123427,3.60360465232843,3.90511965751648,3.31657917359296,0.20112816796063
"Rana_tagoi","Rana_tagoi",1.52814042058117,3.07366251945496,0,0.465879234179502,192.093695022054,233.594086956522,131.895652173913,32.2629417828036,1064.01697416974,1448,728,132.135208249753,1758.47762645914,3227,1081,376.14922053678,156682.774319066,177964,139353,8869.43077443829,11.9871995162033,8.3868528282619,16.0855783405677,8.24519488695424,7.88885316819593,8.54256325388508,1.21457983067334,2.3768820957451,0.472761367922395,0.697661907286277,418.951361867704,2223,-1,361.182154531193,3.35319831619467,3.77107486256366,3.00043726268909,0.281187343700591
"Rana_sakuraii","Rana_sakuraii",1.74532656857708,2.61647510528564,0.729887425899506,0.370087954544316,190.593206328605,242.004264392324,107.245202558635,42.0754058522095,1024.61027837259,1221,728,96.2607005440727,1771.61764705882,2335,1081,295.679921967634,157521.741176471,167539,148972,4785.6336219338,9.80465700773151,8.63064652213233,14.3642102029631,8.46559834901169,5.24511957431449,8.81335016997308,1.06111725343793,2.08582711921019,0.406181566504871,0.620855112624087,910.129411764706,2223,146,415.70844323963,3.53349611770873,4.0719081584145,3.09774862457724,0.344433559385693
"Rana_dybowskii","Rana_dybowskii",0.853262685597108,1.64397501945496,0.0473312586545944,0.206479303966335,130.735154656047,228.047026348808,47.4359347553325,67.6324926334376,726.212179703711,1251,374,137.22068453816,631.431706343929,2022,262,207.568530746513,143131.235669637,175170,120678,11331.5791438282,-4.10881686384681,16.2125419951036,2.1348194408778,16.3559882323666,-10.3524882065446,16.0956025481291,0.537456267048406,1.43144227991809,0.0639485230696381,0.499474604505613,565.957707141907,2175,2,366.7008149745,1.71835550578656,2.13521504887306,1.42730740154657,0.229870227735869
"Rana_pirica","Rana_pirica",1.1783870037167,2.53713750839233,0,0.360826158744845,161.143677158211,239.993044408775,68.4119850187266,62.7436622348018,709.809027777778,968,502,85.9018338588679,946.389955686854,1453,583,238.028300775283,143018.398818316,153075,136181,3245.94746434695,2.30136985530853,10.7107740239596,6.32509731284674,10.549311581,-1.72239417205788,10.878721379375,0.715708502422943,1.58153578872343,0.203761034418156,0.493890260012285,250.88035450517,1412,2,218.100627217744,3.57286945105714,3.95523889131701,2.98689071255209,0.346829228002367
"Rana_ornativentris","Rana_ornativentris",1.53489568730248,3.07366251945496,0,0.461857220215815,191.36021513642,233.473125884017,130.190240452617,32.7623373357411,1062.09063670412,1448,728,131.180469196667,1752.80434782609,3057,1081,371.977836226552,156495.400197628,177964,139353,8873.55540670176,11.9181778645448,8.40400530893028,16.0252963453623,8.26387187536155,7.8110885695402,8.55831977572721,1.20902451768527,2.36972872424031,0.469795484581719,0.696016636588625,422.75790513834,2223,-1,362.016204924383,3.34722234709225,3.76953226799079,2.99170780417476,0.284758511521701
"Rana_kukunoris","Rana_kukunoris",0.50039383074699,1.59526252746582,0.00592500017955899,0.299640061917408,108.579367127091,164.084322384764,69.8353574385868,31.4767446488093,1152.54413793103,2234,532,338.215608476397,483.926707597851,1459,13,248.263505450635,177492.319263239,208850,124790,17890.4281533538,2.77642860964908,8.40154749035084,9.49658390161444,7.78191968257627,-3.94371821423954,9.02451997099697,0.495028814767033,1.01181453490431,0.14147887558048,0.321223859420825,3128.86415963162,5055,534,1132.15935713451,2.80286992841035,3.41807396120963,2.41925114610519,0.364355849621474
"Rana_huanrensis","Rana_huanrensis",1.02783970228431,1.4947874546051,0.0473312586545944,0.209058787938206,162.027023486667,234.446960667461,79.2653953118792,50.2652836133709,997.790421612771,1248,728,113.843989790463,1070.21603563474,1519,586,207.565439007928,161717.44766147,175170,151371,5554.50039737884,7.75824909361562,10.7114807366257,13.1797082807788,10.3185157702868,2.33672776524367,11.1314083138513,0.955153714485865,2.12454773522167,0.235245284414902,0.696584246689744,487.396436525612,1942,7,420.745819285939,2.1912874921039,2.70203964004007,1.78567854983769,0.318350055251365
"Rana_chensinensis","Rana_chensinensis",0.494507935431223,1.49824380874634,0,0.236980085090651,126.934647016692,205.267994523406,57.2570087364715,45.2257749497387,1202.9453560826,1810,716,216.636323519689,567.037720488467,1488,117,236.416857769975,174394.546087743,205388,141984,14878.3327342905,6.26898014352883,12.4444647643052,12.2218975468389,12.3629202954468,0.316057046929221,12.5436473153423,0.813628020428557,1.94805916632424,0.183153550381415,0.634004000636984,647.683491632745,2559,0,502.320294137884,2.75738382043162,3.60578394620896,2.27206302297326,0.417663060031219
"Rana_amurensis","Rana_amurensis",0.642324203915294,1.57833123207092,0,0.196180646427023,126.033538477309,225.227454842536,42.301139288672,66.0573831233311,706.366677972882,1453,354,157.987285265401,446.714716162468,1101,186,143.909808367627,132689.118139086,183218,100242,17017.7441963512,-5.50914368379372,16.4601505526676,0.448464080121717,16.8245028722683,-11.4667511539698,16.1291102439407,0.47451115283108,1.29196243932538,0.0596432400204181,0.445038157106224,522.699963842353,2271,2,407.070048169262,2.19015750552992,2.73224308466615,1.85603907046274,0.288583622141483
"Rana_coreana","Rana_coreana",1.07043415622039,1.4947874546051,0.0473312586545944,0.229629443454038,163.586899872539,229.355048859935,87.4078175895766,44.6821477579569,1069.21656483367,1355,850,85.2118998590795,1199.29357798165,1519,640,142.488950987558,163412.289908257,189855,151941,6676.64720535459,10.372641477757,9.96657200621017,15.4432625611214,9.64884123981488,5.30196015867449,10.3190411402872,1.08777635849169,2.34863005603125,0.298387673333151,0.752253126275065,266.882568807339,1075,7,216.126981688954,2.29217202134818,2.75792531398458,1.94802322322076,0.287110750455828
"Rana_tsushimensis","Rana_tsushimensis",0.747382788918912,1.17631888389587,0.0979937240481377,0.450521209538521,242.697463768116,251.5,232.25,5.11252498536244,1220.4,1251,1183,27.9338504327635,1900.5,2022,1779,171.826947828331,156473.5,156552,156395,111.015764646288,14.5615666309992,7.5546608371359,17.9744184215864,7.15497205473931,11.1495497453337,7.96328176165937,1.33354321618875,2.66164040565491,0.470858871936798,0.78928199628041,130,142,118,16.9705627484771,3.40007773041725,3.85029292106628,3.01858067512512,0.295594610264416
"Rana_japonica","Rana_japonica",1.5032769696954,2.72015643119812,0,0.432001036325812,191.451917238588,232.22471434617,132.305120609395,31.5318074007694,1076.10796221323,1448,761,131.732453419836,1757.65730994152,3006,1110,346.327714656062,156558.095906433,179780,140523,8756.36714944597,12.3762374012499,8.37125641338422,16.4570856224751,8.23312654637978,8.29540159634052,8.52366574557314,1.23900950996325,2.42021534415016,0.484687630962907,0.709341390857362,356.279532163743,1782,-1,299.565458497537,3.30366393346303,3.72638483911927,2.95910707161441,0.271729744273326
"Rana_chaochiaoensis","Rana_chaochiaoensis",0.811852794806628,1.42164993286133,0.427012503147125,0.176134599297611,177.249080800229,218.12176325524,134.014180024661,24.2673120062991,1215.06319358816,1594,622,144.505039561335,969.925577416595,1786,619,187.688947092381,170157.641573995,198793,137601,12032.3896966623,13.2062974095111,4.93200789439727,18.3968870491933,4.2336234012019,8.01576660917583,5.72534848845396,1.16699077834494,1.83682300975121,0.6007513891845,0.469626550569078,2175.78186484175,4547,320,683.446193791304,2.05452150510083,2.6552666774461,1.70512232635651,0.355805315079168
"Rana_omeimontis","Rana_omeimontis",1.13188559049415,1.59526252746582,0.676743745803833,0.135867923530935,180.813123567039,225.299783289189,126.575246809535,29.2638934467343,1020.20948711775,1197,532,85.1055614297532,1155.89698996656,1591,666,186.936262101974,146864.161204013,160393,121700,7992.99534909803,14.6790007929413,7.4689494166574,18.4465695752873,7.79098275460979,10.9114188375821,7.15474674729086,1.42358803501645,2.43362761596374,0.634954731131477,0.652368077440347,904.36856187291,4414,179,700.369080325731,1.62231713776937,1.89131888976464,1.42659765916525,0.159205190477962
"Rana_hanluica","Rana_hanluica",1.27211432471944,1.86141264438629,1.07425618171692,0.106040280864758,187.578223449336,224.364968597348,133.316120027913,26.4562669735053,1135.91486392184,1283,993,54.0142724607876,1441.31067961165,1790,1170,109.954308614989,161351.687378641,174918,151336,6088.91937577791,16.5332826903337,7.93408607104286,20.4192198639935,8.15812243335185,12.6473478929421,7.71936676063478,1.62533901760107,2.73690558127987,0.688465242015505,0.77014687790153,460.633009708738,1313,55,239.522651255908,1.84555144502893,2.04610580240639,1.75059367082651,0.0835235173351849
"Rana_longicrus","Rana_longicrus",1.84445280498928,2.58683753013611,1.04492509365082,0.456078395062137,195.922475270301,213.285714285714,164.984126984127,10.6418438532196,1303,1478,1118,89.4051379313549,2517.25,3360,1841,442.118934421399,182573.583333333,193126,174732,5942.54831091311,20.0648963815636,4.536732934395,23.083746271001,4.58574733260278,17.0461923629045,4.4909131593338,1.99989283995496,2.75635312994321,1.25110180179278,0.580440810670624,421.958333333333,1025,49,311.119923637266,3.21916327915258,3.55895292758942,2.92754377921422,0.183201504369262
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
