"","X","ARIDavg","ARIDmax","ARIDmin","ARIDsd","NDVIavg","NDVImax","NDVImin","NDVIsd","PETavg","PETmax","PETmin","PETsd","PRECavg","PRECmax","PRECmin","PRECsd","SRADavg","SRADmax","SRADmin","SRADsd","TAVGavg","TAVGsd","TMAXavg","TMAXsd","TMINavg","TMINsd","VAPRavg","VAPRmax","VAPRmin","VAPRsd","ELEVavg","ELEVmax","ELEVmin","ELEVsd","WINDavg","WINDmax","WINDmin","WINDsd"
"Rana_grylio","Rana_grylio",0.853855672,1.113800049,0,0.148846504,175.7937956,255,74,30.89830281,1621.961039,1912,1487,96.37447718,1390.248366,1692,1124,150.9202095,198390.7982,215535,190641,6137.307892,19.9615766,5.944334177,25.99123604,5.68904052,13.93184051,6.214697324,1.78879472,2.720469173,0.990608561,0.663777725,38.23856209,155,0,32.26254647,2.864149929,3.412548112,2.220223429,0.390160062
"Rana_heckscheri","Rana_heckscheri",0.831963036,1.108399987,0,0.111178883,180.0257732,255,128,23.64835749,1593.220564,1800,1438,55.31383829,1329.857968,1692,1124,144.5130293,195323.7113,208268,182879,5062.752197,18.81918273,6.477473515,25.17112703,6.22016534,12.46708635,6.759672741,1.652960709,2.658902802,0.833707742,0.69783146,47.6743649,183,-1,33.93666612,2.76383524,3.266553275,2.234401654,0.334035099
"Rana_juliani","Rana_juliani",1.377766649,1.710899949,1.253800035,0.17133917,247,254,240,5.865151319,1592.833333,1614,1574,17.16294458,2193.363636,2598,2011,182.1753401,222611.8182,225965,219731,1955.307895,23.64135608,1.65129853,28.18773866,1.679046,19.09515723,1.696750164,2.445904163,2.69844545,2.153934089,0.202027251,447.8181818,709,158,208.0282761,2.068568177,2.699545492,1.634727272,0.346956096
"Rana_macroglossa","Rana_macroglossa",1.059688246,1.937700033,0.5176,0.343900758,195.0833333,236,173,21.78180364,1664.764706,1864,1475,111.9478279,1688.84375,2964,1211,386.5113702,231182.75,238258,221663,4654.879396,17.50034505,1.116550322,23.57222859,1.297195372,11.42841404,1.578011949,1.537775387,1.731310163,1.291900778,0.168355245,1804.09375,2607,1032,457.5790684,2.305485022,3.082789049,1.677523438,0.507126938
"Rana_maculata","Rana_maculata",0.961970572,2.539499998,0.328700006,0.341366476,211.0607287,255,148,23.02668027,1776.460938,2308,1359,135.9623413,1691.476868,4009,730,532.9256121,234382.6477,252234,203779,8276.902631,22.34324855,1.16379681,27.74684438,1.305065843,16.93962578,1.329929101,2.078755955,2.304470504,1.808393903,0.190520661,887.1690391,2866,23,523.5584145,2.162594746,2.679818506,1.596147243,0.386803998
"Rana_magnaocularis","Rana_magnaocularis",0.408551553,0.816399992,0,0.149834476,149.5128205,255,70,35.09912233,2016.186722,2431,1615,182.5285852,802.5514286,1498,276,242.6400784,218531.4014,226052,211672,3184.65073,20.87359936,3.809578847,29.14199279,3.126188469,12.6052167,4.768193758,1.43252991,2.134673373,0.985624268,0.460154935,1023.88,2656,-1,800.5494965,2.154904892,2.536723492,1.877171739,0.264488431
"Rana_montezumae","Rana_montezumae",0.394839306,1.051200032,0.1822,0.14470903,118.1216216,232,70,36.54240184,1849.968208,2099,1367,140.1205139,711.5600815,1328,361,213.857701,219651.7862,230243,198724,4379.469729,16.5526912,2.343776355,24.63853997,2.09178152,8.46682642,3.160686147,1.091179561,1.410614054,0.814127443,0.246510078,2130.503055,3433,529,407.1787271,2.344279611,2.777676676,2.118955184,0.21537944
"Rana_neovolcanica","Rana_neovolcanica",0.429372655,0.647400022,0.218999997,0.089464697,126.4698795,255,81,37.03305621,1867.78125,1987,1524,83.10906765,793.4255319,1303,432,142.2551364,221292.0904,228740,214708,2018.369183,18.13097763,2.492811351,26.34567264,2.30104042,9.91623393,3.463840291,1.20858823,1.586388163,0.889865423,0.2885725,1850.952128,2785,1050,294.2001989,1.968471735,2.395748665,1.673176855,0.244299091
"Rana_okaloosae","Rana_okaloosae",1.001950026,1.002400041,1.00150001,0.000636417,187,187,187,NA,1611,1618,1604,9.899494937,1614.666667,1618,1609,4.932882862,196305,197148,195233,977.822581,19.46880611,6.389234547,25.00322382,6.045948496,13.93607542,6.750019059,1.737639775,2.742894014,0.899448415,0.704652684,31.66666667,43,21,11.01514109,3.20219124,3.779141744,2.477618853,0.425509638
"Rana_omiltemana","Rana_omiltemana",0.6347,0.846700013,0.422699988,0.299813293,184.2857143,220,125,33.05406826,1808.5,1822,1795,19.09188309,1295.5,1533,902,203.3731456,217853.1667,220823,214198,2313.543046,23.92424295,1.139670919,29.85136635,1.236220249,17.99718579,1.393383867,1.993382807,2.280789594,1.688739568,0.24259434,971.9166667,1911,152,651.4211678,1.87368055,2.212729176,1.552229146,0.249401281
"Rana_onca","Rana_onca",0.075955319,0.236599997,0.033799998,0.03943143,76.06666667,255,35,38.39534215,2736.87234,3181,1893,265.586031,203.630137,415,119,66.35814169,231436.3973,237004,221001,3675.398435,18.03412182,8.664273842,25.57548114,9.44998512,10.49277511,7.891848692,0.62540522,1.042192462,0.429833218,0.207381326,862.9452055,1669,179,331.9257318,3.584389841,4.273195208,2.87728082,0.515174212
"Rana_palmipes","Rana_palmipes",1.624353431,3.906699896,0,0.489908258,228.2407407,255,2,23.3644481,1418.002595,2096,1117,175.4897942,2242.108313,4482,430,523.141125,182154.9916,240676,154423,17342.50408,25.89212583,0.400048795,30.84689073,0.549164743,20.93735806,0.562029987,2.701054082,2.782790898,2.54552191,0.077137312,201.6567477,1952,2,172.1581419,1.377498739,1.484814949,1.254750935,0.0782151
"Rana_palustris","Rana_palustris",0.968860185,2.498800039,0,0.24364396,131.7206188,255,19,46.03639475,1197.661901,1835,655,247.7287978,1127.147893,1972,705,192.642503,166846.1283,198297,138418,15901.10741,10.84864393,9.131606645,16.74540867,9.476139917,4.951885864,8.797370419,1.108170508,2.057177057,0.42663641,0.608523039,244.1122302,1302,-3,168.8529907,3.290595538,3.904625516,2.491539961,0.49985538
"Rana_pipiens","Rana_pipiens",0.686275882,2.498800039,0,0.430366252,68.29041488,255,10,54.69611588,1147.627158,3034,468,411.3705571,647.5911822,1744,89,291.2505643,164467.0022,239179,121830,24891.55608,4.910967163,10.87898242,11.34047887,11.46169368,-1.51853639,10.30986068,0.695789527,1.387680496,0.236530691,0.421073547,770.2668417,3634,-3,707.6979471,3.707048783,4.156940388,3.238051076,0.277087839
"Rana_pustulosa","Rana_pustulosa",0.54926279,1.029099941,0,0.148477258,174.6134969,255,109,30.52671875,1909.235294,2329,1577,167.7062707,1044.0625,1641,601,182.2217379,218270.8668,222614,213373,2279.156481,21.28919567,2.947803193,29.107484,2.27741974,13.4708559,4.022410696,1.573420597,2.179185908,1.132104697,0.423676069,1043.777174,2656,20,640.3466783,1.917331521,2.286676889,1.648332845,0.256322466
"Rana_septentrionalis","Rana_septentrionalis",1.203860807,2.313600063,0,0.318779838,83.63127913,255,17,53.59287794,783.8586866,1187,538,124.3429194,917.1494518,1586,499,164.8713724,143999.7284,157355,124918,6063.913126,1.811612367,11.87613739,7.344454108,12.03988625,-3.721224481,11.76254204,0.692260231,1.445482722,0.176911095,0.467768624,339.790075,906,4,147.4802916,3.428658629,3.733889988,2.982793941,0.249972387
"Rana_sevosa","Rana_sevosa",1.060492314,1.099499941,1.025400043,0.023051164,198.3,255,164,34.30597616,1521.615385,1553,1500,17.23145603,1610.64,1669,1523,44.41084702,195286.4,196859,194311,633.3935717,18.96123395,6.601049346,24.95458242,6.401454579,12.96745912,6.817002449,1.733272367,2.750128288,0.882381773,0.70978786,45.92,83,5,27.20588172,2.64081129,3.211848602,1.9501828,0.428014561
"Rana_sierramadrensis","Rana_sierramadrensis",0.679207999,0.967499971,0.287400007,0.196389412,191.8333333,230,104,31.4553839,1843.8,2006,1701,72.9920087,1267.410256,1842,554,355.6730993,212113.3077,220143,205165,3961.228213,22.54449738,1.081430852,28.86809023,1.034023224,16.22079699,1.630930479,1.863763834,2.120163462,1.575997446,0.214656388,1116.025641,2749,257,631.1053998,2.390372322,2.797217935,2.057346139,0.251888544
"Rana_spectabilis","Rana_spectabilis",0.594993024,2.113699913,0.172700003,0.351116522,149.4814815,247,70,50.82101293,1695.627907,2000,1224,165.6892777,992.7813765,3589,399,570.3554668,210298.5182,228254,190053,9415.7708,17.28301999,1.820003768,24.66432523,1.813612143,9.901771095,2.373399826,1.267714693,1.534672066,0.991751721,0.21885152,1978.036437,3433,147,587.5027787,2.127389667,2.426845131,1.964830965,0.157849312
"Rana_sphenocephala","Rana_sphenocephala",0.854544728,1.345499992,0,0.142094947,151.7828487,255,60,32.80673694,1479.076118,1912,1029,141.542915,1264.420187,1825,835,174.2580476,185792.4807,215535,157994,10387.78642,16.23058807,7.763606126,22.42920358,7.84368297,10.03194808,7.699437112,1.452947525,2.485285142,0.660691164,0.684544542,137.2934407,833,-1,111.0488894,3.02649453,3.705623848,2.275284213,0.487429324
"Rana_sylvatica","Rana_sylvatica",0.841975018,6.553500175,0,0.478396726,74.16810388,255,1,75.14940524,752.0636119,1761,228,225.084611,618.9510478,3600,110,329.6162927,130121.9687,194319,75178,23709.66794,-0.82473417,12.22586807,4.591036617,12.59893706,-6.240493338,11.88359109,0.571494153,1.231210061,0.152710244,0.396328081,528.6272588,3652,-3,428.490604,3.284107599,3.564073888,3.056760961,0.169388949
"Rana_tarahumarae","Rana_tarahumarae",0.358196347,0.567399979,0.153099999,0.101552919,142.4785714,255,74,31.32918006,2137.936073,2429,1725,151.144003,755.3943218,1120,376,187.3788023,223250.2555,231503,214031,4248.983511,17.60071407,5.327094283,26.32813583,4.999542371,8.873239808,5.793971279,0.982498632,1.741926496,0.612285567,0.434786652,1465.069401,2506,266,534.4873874,2.653650695,3.258497638,2.1239164,0.380198084
"Rana_vaillanti","Rana_vaillanti",1.621909594,5.240200043,0,0.942084596,226.4197349,255,142,19.19098914,1666.935788,2209,1021,193.0733761,2594.943272,7150,730,1213.086584,219231.0811,252004,144590,19443.09901,24.85250259,0.99628146,29.41776093,1.114407879,20.28722398,0.958933889,2.535937911,2.696124096,2.322265366,0.145988295,347.444591,3059,-2,412.5664522,2.089663763,2.50003428,1.666963375,0.287457707
"Rana_vibicaria","Rana_vibicaria",1.867900014,1.867900014,1.867900014,NA,226.0625,249,188,17.10153502,1257,1257,1257,NA,3105.333333,3476,2791,345.9571264,227277.6667,236967,217917,9529.251877,19.11902783,0.66013447,23.72973601,0.843081031,14.50700005,0.715888685,1.999484042,2.107158383,1.818966667,0.105881967,1366.333333,1555,1115,226.5950867,2.964659744,4.092583338,2.086500009,0.751611445
"Rana_warszewitschii","Rana_warszewitschii",1.653924551,3.811100006,0,0.443651906,233.399061,255,172,13.52724013,1659.591592,1926,995,135.2163422,2696.665263,3811,1649,492.0799174,232071.6989,249350,215223,5728.247402,24.55724953,0.714167921,28.53632576,0.787412195,20.57803392,0.727106416,2.620203345,2.78523432,2.422552325,0.13492663,330.8063158,2555,5,409.9358604,2.384406297,3.092379806,1.733339576,0.516492447
"Rana_yavapaiensis","Rana_yavapaiensis",0.187771678,0.491699994,0.0535,0.072304271,93.15642458,184,33,24.44572297,2384.335664,3083,1702,248.0679998,433.1414634,967,169,122.96633,232239.4268,237037,221863,2837.079154,16.70347129,7.265851919,25.18858362,7.543419998,8.218399898,7.041792366,0.760347503,1.47253085,0.481964816,0.353229132,1209.087805,2531,304,435.9412121,3.152570733,3.774067685,2.742571344,0.367340144
"Rana_zweifeli","Rana_zweifeli",0.52216549,0.935599983,0.222399995,0.109060999,161.0764706,255,88,35.89366329,1855.066667,2008,1502,105.6117885,964.7946667,1499,469,167.2485997,215685.984,222240,198170,5096.320132,21.7065988,1.56453934,29.09136253,1.704035779,14.32191728,2.220685314,1.609950297,1.936994162,1.296927863,0.261656945,1363.389333,3358,40,662.7916393,1.791890506,2.123538119,1.517633867,0.226714107
"Rana_weiningensis","Rana_weiningensis",0.833193184,1.217599988,0.491400003,0.138888157,151.4941176,201,102,22.68606848,1120.143939,1469,769,151.7572958,915.1308901,1074,805,37.96547793,157527.2513,174857,139382,8152.032192,11.90121062,5.339289375,16.9408762,4.836320692,6.861739205,5.958260891,1.057011366,1.734993977,0.512422903,0.455143518,2208.256545,3157,1321,369.217996,2.178606123,2.803751308,1.842895279,0.369495194
"Rana_amurensis","Rana_amurensis",0.644521038,1.712499976,0,0.201688938,51.83550975,255,1,58.28826101,706.4672453,1449,326,158.7793987,446.7147162,1101,186,143.9098084,132689.1181,183218,100242,17017.7442,-5.509143684,16.46015055,0.44846408,16.82450287,-11.46675115,16.12911024,0.474511153,1.291962439,0.05964324,0.445038157,522.6999638,2271,2,407.0700482,2.190157506,2.732243085,1.85603907,0.288583622
"Rana_arvalis","Rana_arvalis",0.752803359,2.344700098,0,0.239048957,66.38864249,255,1,58.20190521,758.653106,1680,308,168.791218,538.8389036,1762,129,120.4656252,123103.0288,179311,93584,16313.88978,1.451042029,11.48897763,6.158665107,12.15964597,-3.256577245,10.84423521,0.633303445,1.352315849,0.199649804,0.408999711,237.2357362,3154,-5,327.6779705,3.02190831,3.299729989,2.539345261,0.261808717
"Rana_asiatica","Rana_asiatica",0.36,0.984200001,0.1259,0.174656853,37.53793103,255,13,50.2775715,1058.126667,1594,440,277.3724703,346.7484472,709,175,106.7440599,179251.4053,186742,169370,4785.3179,1.093702739,10.3772285,7.27288082,10.72151839,-5.085472313,10.04887837,0.489366682,0.933080782,0.155168633,0.277775895,2307.518634,4355,497,1033.307124,2.338538976,2.851223982,1.814399063,0.334591416
"Rana_aurora","Rana_aurora",1.978258869,4.493899822,0,0.929827312,184.9927184,255,6,66.24052938,986.6666667,1630,605,213.5538474,1838.94765,3414,515,572.6936283,146493.89,188864,122445,16833.09039,8.277720463,5.085261393,13.29586856,6.273616115,3.259553333,3.919326024,0.827206022,1.17133397,0.582497878,0.222478176,587.5363248,2018,5,410.4750642,3.076654301,3.343443627,2.668816169,0.230324525
"Rana_boylii","Rana_boylii",0.71686911,2.194299936,0,0.455106692,166.3934837,255,20,62.68785283,1550.628713,2716,1013,298.1079439,1041.478747,2257,151,469.5505166,191240.1174,231006,150822,18332.46398,11.44822958,5.66587578,18.45786773,7.180448459,4.438672316,4.167699805,0.823004581,1.09154221,0.623949385,0.167318746,821.6979866,3429,-2,698.9852751,3.153882721,3.553702508,2.734958059,0.296912665
"Rana_cascadae","Rana_cascadae",1.383630532,4.061600208,0.152700007,0.891306833,130.3396226,255,18,71.09367518,1153.436137,2017,760,250.6478415,1451.326226,3322,211,692.4093095,162029.1535,199525,133368,17859.36186,7.206607827,6.101716239,13.23350878,7.667465447,1.179696189,4.554289952,0.689864108,0.995511724,0.473411063,0.192867703,1043.61194,2069,67,449.7412774,3.064964017,3.332584474,2.733663691,0.204234157
"Rana_chaochiaoensis","Rana_chaochiaoensis",0.811253185,1.55309999,0.401499987,0.183836184,168.9788868,255,58,31.59840453,1214.854167,1626,700,157.4114676,969.9255774,1786,619,187.6889471,170157.6416,198793,137601,12032.3897,13.20629741,4.932007894,18.39688705,4.233623401,8.015766609,5.725348488,1.166990778,1.83682301,0.600751389,0.469626551,2175.781865,4547,320,683.4461938,2.054521505,2.655266677,1.705122326,0.355805315
"Rana_chensinensis","Rana_chensinensis",0.495941365,1.553200006,0,0.237968768,83.78110364,255,6,46.09689981,1202.996619,1823,706,217.9705582,567.0377205,1488,117,236.4168578,174394.5461,205388,141984,14878.33273,6.268980144,12.44446476,12.22189755,12.3629203,0.316057047,12.54364732,0.81362802,1.948059166,0.18315355,0.634004001,647.6834916,2559,0,502.3202941,2.75738382,3.605783946,2.272063023,0.41766306
"Rana_coreana","Rana_coreana",1.112980941,1.621799946,0,0.189165197,113.9016393,255,32,43.99109709,1072.584211,1365,853,90.06951735,1199.293578,1519,640,142.488951,163412.2899,189855,151941,6676.647205,10.37264148,9.966572006,15.44326256,9.64884124,5.301960159,10.31904114,1.087776358,2.348630056,0.298387673,0.752253126,266.8825688,1075,7,216.1269817,2.292172021,2.757925314,1.948023223,0.28711075
"Rana_dalmatina","Rana_dalmatina",0.781243007,3.038399935,0,0.293720069,172.9800655,255,15,32.59419347,1031.843756,1736,614,168.3967274,781.8603322,2334,153,228.2335275,152091.9041,196143,113896,17268.51048,10.12513374,6.796225238,14.70230639,7.687901495,5.547964447,5.917750448,0.980834049,1.519061351,0.552103194,0.37101633,417.2754817,2624,-4,356.6730406,2.817218401,3.219397935,2.461243189,0.244795467
"Rana_dybowskii","Rana_dybowskii",0.863575321,1.796599984,0,0.210875606,55.82559185,255,1,53.95107944,727.3377471,1282,337,139.8694096,631.4317063,2022,262,207.5685307,143131.2357,175170,120678,11331.57914,-4.108816864,16.212542,2.134819441,16.35598823,-10.35248821,16.09560255,0.537456267,1.43144228,0.063948523,0.499474605,565.9577071,2175,2,366.700815,1.718355506,2.135215049,1.427307402,0.229870228
"Rana_graeca","Rana_graeca",0.654744833,1.400699973,0,0.260626128,167.2590799,255,48,35.06579386,1220.736842,1672,786,168.043133,773.959695,1631,428,245.610222,172729.9739,191695,156628,8663.551518,11.17975053,7.034322137,16.24640301,8.005995585,6.113076715,6.068265896,0.971268392,1.44252822,0.554731047,0.34333906,693.1023965,2026,1,415.473348,2.434137425,2.792764262,2.185230382,0.202679455
"Rana_hanluica","Rana_hanluica",1.271917316,2.186000109,1.065999985,0.128795335,166.0789474,222,110,22.84409706,1135.916201,1282,899,60.83429037,1441.31068,1790,1170,109.9543086,161351.6874,174918,151336,6088.919376,16.53328269,7.934086071,20.41921986,8.158122433,12.64734789,7.719366761,1.625339018,2.736905581,0.688465242,0.770146878,460.6330097,1313,55,239.5226513,1.845551445,2.046105802,1.750593671,0.083523517
"Rana_huanrensis","Rana_huanrensis",1.058074446,1.621799946,0,0.184913262,107.3292079,255,32,42.35871906,999.7492013,1258,686,117.3072521,1070.216036,1519,586,207.565439,161717.4477,175170,151371,5554.500397,7.758249094,10.71148074,13.17970828,10.31851577,2.336727765,11.13140831,0.955153714,2.124547735,0.235245284,0.696584247,487.3964365,1942,7,420.7458193,2.191287492,2.70203964,1.78567855,0.318350055
"Rana_iberica","Rana_iberica",0.979319031,1.684000015,0.2315,0.336247826,202.856383,255,146,21.60277294,1222.010381,1726,964,176.7710479,1156.185366,1797,351,328.3501244,173039.9854,203427,146125,16378.21522,12.29390456,4.98177192,16.91521464,5.781509132,7.672588628,4.199095482,1.041766653,1.399796313,0.752500565,0.246011008,616.3341463,1590,38,343.5717441,3.042051605,3.490344743,2.619119091,0.261099041
"Rana_japonica","Rana_japonica",1.618867382,3.386399984,0,0.43886588,157.8779841,255,11,66.72519037,1083.62521,1465,592,142.0258869,1770.942595,3057,1110,358.2828125,156683.8909,179780,140523,8731.69127,12.37484453,8.362850963,16.44984773,8.221710127,8.299859537,8.518220011,1.239844611,2.420242846,0.484959557,0.709300741,361.6923077,1782,-1,300.3853111,3.298733085,3.717511524,2.959030765,0.268637419
"Rana_johnsi","Rana_johnsi",1.175536927,2.029099941,0.547599971,0.213858902,194.3866279,253,79,32.12802855,1272.386145,1835,849,227.4066912,1475.716589,3053,805,344.0311047,175570.0874,232831,121700,26404.00732,18.51109712,5.233879079,22.67578326,5.021896896,14.34638839,5.459974713,1.747237245,2.512648186,1.014612198,0.56643373,820.3415359,1821,235,258.0921547,1.658813051,1.887276188,1.487019408,0.130258363
"Rana_kukunoris","Rana_kukunoris",0.500523044,1.745599985,0.0058,0.305986407,84.89509888,255,6,40.15899127,1152.485667,2249,488,346.1434468,483.9267076,1459,13,248.2635055,177492.3193,208850,124790,17890.42815,2.77642861,8.40154749,9.496583902,7.781919683,-3.943718214,9.024519971,0.495028815,1.011814535,0.141478876,0.321223859,3128.86416,5055,534,1132.159357,2.802869928,3.418073961,2.419251146,0.36435585
"Rana_latastei","Rana_latastei",0.928697847,2.443799973,0,0.326452895,160.8461538,191,126,15.29422968,1045.434783,1152,862,38.75005972,989.9855072,2223,609,304.9199245,152708.5362,172289,140179,4768.770616,12.46520453,7.595249128,17.08545312,8.206208975,7.844888144,6.999430386,1.136176016,1.859932811,0.57119471,0.49015204,146.9057971,901,-4,186.8928374,1.383008565,1.842610936,1.095279281,0.249045733
"Rana_longicrus","Rana_longicrus",1.925144441,2.736399889,1.211799979,0.494307615,206.2,247,112,40.54298131,1313.888889,1477,1074,111.0658993,2517.25,3360,1841,442.1189344,182573.5833,193126,174732,5942.548311,20.06489638,4.536732934,23.08374627,4.585747333,17.04619236,4.490913159,1.99989284,2.75635313,1.251101802,0.580440811,421.9583333,1025,49,311.1199236,3.219163279,3.558952928,2.927543779,0.183201504
"Rana_luteiventris","Rana_luteiventris",0.790072011,6.553500175,0,0.941292961,58.08626692,255,1,42.76818391,1134.501857,2142,474,387.3417662,673.1426623,4801,126,551.489886,158761.2069,222100,105806,30657.82296,4.009877889,8.116474205,10.34618685,9.301799621,-2.326426644,6.940228873,0.521803455,0.874607299,0.278707119,0.217458157,1462.746548,3464,42,543.8439094,2.945438092,3.23068622,2.73920088,0.165828221
"Rana_macrocnemis","Rana_macrocnemis",0.587489393,2.194499969,0.172499999,0.334418094,116.6810431,255,14,48.03049328,1252.241534,2001,508,215.7456894,686.6728889,2129,232,288.3388381,181119.7827,215143,148944,18294.63943,9.3499795,7.869069994,14.50397339,8.848288281,4.195990192,6.895906502,0.826139289,1.348675762,0.407081138,0.34347116,1120.164444,3431,-18,682.3729961,2.25867628,2.473500892,1.993442938,0.147497297
"Rana_muscosa","Rana_muscosa",0.319989285,0.582899988,0.089900002,0.130682169,107.4444444,181,20,51.04579515,1917.035714,2546,1391,313.2600957,583.9230769,844,204,157.2372302,223843.7436,230977,216949,3894.273115,10.38536909,6.376122945,17.58633761,7.286085594,3.184232369,5.470620544,0.559020353,0.809357059,0.365551278,0.159894502,1805.615385,3429,473,839.0583574,4.091597755,4.693769198,3.647301289,0.349463831
"Rana_omeimontis","Rana_omeimontis",1.132989453,1.745599985,0.638599992,0.14463198,159.5682159,240,52,21.16351492,1019.638543,1218,488,91.25965745,1155.89699,1591,666,186.9362621,146864.1612,160393,121700,7992.995349,14.67900079,7.468949417,18.44656958,7.790982755,10.91141884,7.154746747,1.423588035,2.433627616,0.634954731,0.652368077,904.3685619,4414,179,700.3690803,1.622317138,1.89131889,1.426597659,0.15920519
"Rana_ornativentris","Rana_ornativentris",1.634975177,3.386399984,0,0.462768034,156.3511111,255,11,66.77130007,1067.600575,1465,592,144.583873,1752.804348,3057,1081,371.9778362,156495.4002,177964,139353,8873.555407,11.91817786,8.404005309,16.02529635,8.263871875,7.81108857,8.558319776,1.209024518,2.369728724,0.469795485,0.696016637,422.7579051,2223,-1,362.0162049,3.347222347,3.769532268,2.991707804,0.284758512
"Rana_pirica","Rana_pirica",1.312011205,3.040699959,0,0.322991751,78.58471761,255,18,71.93518123,709.5816993,997,478,91.47724663,946.3899557,1453,583,238.0283008,143018.3988,153075,136181,3245.947464,2.301369855,10.71077402,6.325097313,10.54931158,-1.722394172,10.87872138,0.715708502,1.581535789,0.203761034,0.49389026,250.8803545,1412,2,218.1006272,3.572869451,3.955238891,2.986890713,0.346829228
